cnty_fips,percent_inactive,percent_smoking,percent_high_blood_pressure,percent_coronary_heart_disease,percent_stroke,percent_high_cholesterol,FIPS_x,NonVetsDisabilty,FIPS_y,VetsDisabilty
35037,23.8,17.4,38.4,9.8,4.7,35.3,35037,935.0,35037,138.0
35039,20.8,16.4,33.8,8.1,3.9,32.1,35039,2919.0,35039,209.0
35041,28.0,16.2,28.3,6.5,3.2,27.6,35041,1722.0,35041,149.0
35047,25.2,14.7,34.6,8.3,3.9,31.6,35047,3267.0,35047,238.0
35049,14.8,11.5,28.5,7.1,3.3,31.1,35049,8689.0,35049,816.0
35055,14.8,13.2,35.0,8.6,4.0,34.1,35055,2260.0,35055,338.0
35057,21.9,18.2,35.0,8.7,4.2,32.7,35057,1371.0,35057,216.0
35059,22.8,18.2,33.3,8.2,3.9,32.2,35059,365.0,35059,31.0
40001,27.8,30.0,44.8,10.5,5.6,39.1,40001,2344.0,40001,145.0
40003,22.1,19.9,40.8,8.6,3.8,37.9,40003,367.0,40003,36.0
40005,22.2,24.4,42.7,9.8,4.8,37.9,40005,1312.0,40005,204.0
40007,24.9,17.5,38.2,8.7,3.8,35.3,40007,254.0,40007,6.0
40009,24.2,22.1,36.3,7.8,3.7,34.6,40009,1468.0,40009,62.0
40011,24.1,20.5,41.6,9.3,4.3,38.4,40011,508.0,40011,54.0
40013,26.2,22.1,40.3,8.6,4.1,37.1,40013,4145.0,40013,325.0
40015,32.3,23.5,40.3,8.9,4.4,34.8,40015,2408.0,40015,280.0
40017,22.2,17.5,31.5,6.0,2.7,34.4,40017,9033.0,40017,1315.0
40019,33.2,21.2,40.1,8.2,4.0,36.4,40019,4869.0,40019,318.0
40021,25.3,23.2,39.0,8.4,4.3,35.1,40021,4821.0,40021,395.0
40023,24.5,25.7,47.4,10.8,5.5,39.2,40023,1680.0,40023,188.0
40025,19.3,17.8,42.2,10.2,4.4,39.6,40025,192.0,40025,20.0
40027,22.8,16.8,33.5,6.0,2.8,31.3,40027,18738.0,40027,2547.0
40029,23.4,24.8,45.4,10.7,5.2,39.5,40029,762.0,40029,37.0
40031,31.9,20.0,37.0,6.6,3.3,32.8,40031,10072.0,40031,2821.0
40033,21.5,22.4,43.8,9.6,4.5,39.5,40033,609.0,40033,78.0
40035,23.5,24.3,43.7,9.8,4.8,37.5,40035,1547.0,40035,71.0
40037,23.5,21.6,39.7,8.4,4.0,35.7,40037,4617.0,40037,457.0
40039,27.8,18.4,34.9,7.1,3.3,33.5,40039,1457.0,40039,176.0
40041,28.7,23.6,46.0,11.2,5.3,38.7,40041,4102.0,40041,366.0
40043,22.4,20.6,40.5,8.9,4.0,37.1,40043,425.0,40043,17.0
40045,19.2,19.9,42.6,9.7,4.4,39.5,40045,372.0,40045,39.0
40047,27.7,19.0,37.8,7.7,3.5,33.2,40047,5271.0,40047,607.0
40049,26.5,22.9,40.1,8.9,4.2,38.9,40049,1926.0,40049,179.0
40051,26.8,20.4,40.0,7.7,3.4,37.4,40051,4408.0,40051,400.0
40053,23.3,18.9,40.3,9.0,3.9,37.8,40053,356.0,40053,10.0
40055,24.9,22.5,41.2,8.4,4.0,36.5,40055,590.0,40055,27.0
40057,18.7,19.4,40.9,9.4,4.4,37.5,40057,269.0,40057,18.0
40059,25.4,19.7,40.0,9.2,4.1,37.2,40059,246.0,40059,64.0
40061,22.7,24.2,44.1,10.3,5.0,38.6,40061,1344.0,40061,109.0
40063,25.9,25.6,42.7,9.8,4.9,37.0,40063,1085.0,40063,88.0
40065,27.0,19.0,34.5,7.2,3.4,33.8,40065,1401.0,40065,201.0
40067,22.3,23.1,44.7,10.5,4.9,39.8,40067,585.0,40067,50.0
40069,21.9,22.5,42.4,9.5,4.5,38.6,40069,1212.0,40069,102.0
40071,30.3,21.1,40.6,8.9,4.2,38.8,40071,4066.0,40071,398.0
40073,26.4,18.6,37.5,7.6,3.4,36.5,40073,871.0,40073,41.0
40075,25.2,22.9,43.7,10.2,4.8,39.4,40075,929.0,40075,63.0
40077,25.3,23.1,43.6,10.6,5.1,38.2,40077,843.0,40077,161.0
40079,35.1,24.6,43.8,9.6,4.6,39.0,40079,4794.0,40079,493.0
40081,25.3,21.7,41.7,9.1,4.1,38.7,40081,2940.0,40081,351.0
40083,22.6,17.8,37.6,7.2,3.3,34.9,40083,3243.0,40083,449.0
40085,22.5,22.7,40.7,9.2,4.3,37.5,40085,1096.0,40085,114.0
40087,29.6,19.0,37.6,7.1,3.2,36.6,40087,2480.0,40087,280.0
40089,32.6,25.3,45.9,10.0,5.1,38.0,40089,3075.0,40089,213.0
40091,28.0,24.3,48.4,11.7,5.6,41.8,40091,1893.0,40091,202.0
40093,20.8,18.6,39.0,8.7,3.8,38.0,40093,562.0,40093,56.0
40095,23.8,21.8,41.9,10.3,4.8,38.9,40095,1494.0,40095,228.0
40097,29.0,24.5,42.9,9.5,4.6,38.4,40097,4263.0,40097,467.0
40099,21.2,22.1,41.7,9.1,4.3,38.3,40099,1680.0,40099,125.0
40101,28.8,23.1,42.5,8.8,4.5,36.8,40101,6587.0,40101,775.0
40103,24.2,19.6,40.7,8.6,3.9,38.1,40103,945.0,40103,74.0
40105,22.6,23.7,43.2,9.7,4.7,38.3,40105,774.0,40105,9.0
40107,25.4,28.1,45.0,10.5,5.4,37.7,40107,1086.0,40107,71.0
40109,27.6,17.9,33.5,6.7,3.3,32.4,40109,52607.0,40109,5993.0
40111,29.6,23.6,43.6,9.4,4.7,36.8,40111,3715.0,40111,276.0
40113,26.6,21.4,44.3,9.2,4.5,38.4,40113,3501.0,40113,479.0
40115,26.5,24.8,42.5,9.6,4.7,36.9,40115,3022.0,40115,295.0
40117,24.6,21.7,42.4,9.2,4.2,38.9,40117,1098.0,40117,103.0
40119,24.6,17.8,30.8,6.2,2.9,30.0,40119,5166.0,40119,463.0
40121,27.0,23.8,41.3,9.4,4.5,38.0,40121,4269.0,40121,759.0
40123,28.1,19.7,36.6,7.7,3.6,34.9,40123,2875.0,40123,230.0
40125,32.9,22.2,41.0,8.3,3.8,36.5,40125,5989.0,40125,803.0
40127,24.0,24.7,45.5,11.1,5.4,40.4,40127,1400.0,40127,119.0
40129,20.3,20.6,43.2,10.0,4.5,39.0,40129,256.0,40129,34.0
40131,26.8,18.6,38.7,7.4,3.4,37.7,40131,7510.0,40131,780.0
40133,32.8,26.1,43.7,10.1,5.1,38.5,40133,2653.0,40133,344.0
40135,32.8,26.7,44.2,10.1,5.0,37.8,40135,4550.0,40135,411.0
40137,31.9,21.2,41.3,9.0,4.2,36.3,40137,3923.0,40137,493.0
40139,25.7,19.3,34.6,7.3,3.4,33.4,40139,1081.0,40139,39.0
40141,25.8,21.6,43.5,9.9,4.8,39.0,40141,692.0,40141,64.0
40143,27.9,18.2,34.8,6.8,3.3,34.0,40143,43671.0,40143,4525.0
40145,29.0,18.8,39.0,7.4,3.4,36.7,40145,6641.0,40145,849.0
40147,26.1,19.4,39.2,8.3,3.9,34.4,40147,3894.0,40147,323.0
40149,24.4,19.3,39.5,8.3,3.7,37.6,40149,1024.0,40149,99.0
40151,26.9,18.2,34.2,7.6,3.4,32.1,40151,642.0,40151,48.0
40153,27.1,20.1,36.6,7.7,3.4,33.9,40153,1632.0,40153,187.0
46003,18.8,16.2,31.2,7.6,3.3,32.1,46003,130.0,46003,12.0
46005,24.5,17.9,32.3,7.9,3.6,32.2,46005,1013.0,46005,31.0
46007,29.7,28.5,36.3,9.1,4.9,30.1,46007,132.0,46007,21.0
46009,20.0,20.1,33.1,8.3,3.8,31.5,46009,226.0,46009,18.0
46011,21.4,12.0,22.3,4.7,2.1,23.4,46011,1212.0,46011,57.0
46015,25.3,17.4,33.3,7.9,3.6,32.7,46015,366.0,46015,28.0
46017,25.5,35.7,34.8,9.4,5.6,28.6,46017,205.0,46017,30.0
46023,21.5,21.8,36.4,9.4,4.6,33.1,46023,456.0,46023,64.0
46027,21.3,14.4,22.4,4.9,2.2,24.1,46027,970.0,46027,66.0
46033,22.4,16.2,40.1,9.6,4.1,37.0,46033,446.0,46033,172.0
46035,21.1,17.2,30.8,7.6,3.4,31.2,46035,859.0,46035,69.0
46043,20.8,16.7,35.0,9.1,4.0,34.2,46043,106.0,46043,0.0
46047,20.8,18.7,39.3,10.6,4.8,36.9,46047,479.0,46047,91.0
46053,22.5,17.9,37.8,9.7,4.4,35.9,46053,187.0,46053,11.0
46055,25.8,19.3,38.4,10.4,4.7,35.3,46055,75.0,46055,0.0
46059,22.0,14.9,34.4,8.5,3.6,34.3,46059,132.0,46059,56.0
46061,21.9,18.2,29.9,7.0,3.1,31.4,46061,154.0,46061,9.0
46065,20.4,15.7,29.8,6.7,3.0,30.5,46065,915.0,46065,166.0
46067,22.2,16.8,33.8,8.6,3.8,33.3,46067,297.0,46067,35.0
46069,20.8,15.1,35.1,8.4,3.6,33.9,46069,60.0,46069,2.0
46071,32.2,30.2,39.4,10.7,6.0,32.9,46071,139.0,46071,6.0
46073,20.3,15.6,34.6,8.5,3.7,34.0,46073,85.0,46073,7.0
46075,19.6,15.4,34.6,8.7,3.7,34.0,46075,24.0,46075,0.0
46077,22.1,15.4,33.9,8.0,3.4,34.2,46077,264.0,46077,46.0
46079,20.9,15.2,32.1,7.6,3.3,32.6,46079,615.0,46079,54.0
46081,19.0,16.8,31.3,7.6,3.3,31.6,46081,1631.0,46081,289.0
46083,21.8,14.1,26.2,5.3,2.3,28.7,46083,2003.0,46083,308.0
46085,21.1,23.0,34.9,9.2,4.5,32.1,46085,288.0,46085,0.0
46087,19.7,16.1,31.8,7.4,3.3,32.5,46087,218.0,46087,13.0
46093,24.5,17.0,29.0,6.2,2.8,27.3,46093,1618.0,46093,425.0
46095,28.9,31.8,37.5,11.8,6.6,30.8,46095,65.0,46095,5.0
46097,20.0,17.1,34.0,8.6,3.8,33.3,46097,139.0,46097,0.0
46099,23.8,15.7,28.3,5.7,2.6,29.0,46099,10202.0,46099,956.0
46101,20.6,17.4,33.0,7.7,3.5,31.7,46101,323.0,46101,22.0
46103,28.0,17.3,32.7,7.5,3.3,33.5,46103,6579.0,46103,798.0
46111,23.4,17.9,32.7,7.8,3.4,32.9,46111,158.0,46111,3.0
46102,20.7,39.8,33.8,9.4,6.2,26.8,46102,1104.0,46102,56.0
46117,18.2,14.7,30.8,7.1,3.0,31.9,46117,174.0,46117,0.0
46121,26.3,41.1,36.0,10.0,6.7,28.5,46121,356.0,46121,13.0
46123,19.9,20.2,36.4,9.6,4.5,34.4,46123,75.0,46123,13.0
46125,24.8,16.3,33.0,7.7,3.4,33.3,46125,397.0,46125,37.0
46127,17.6,15.2,30.3,6.7,2.9,31.9,46127,631.0,46127,88.0
46135,20.2,16.9,32.0,7.4,3.3,31.5,46135,1226.0,46135,197.0
48003,19.7,18.2,29.3,5.9,2.7,31.6,48003,926.0,48003,9.0
48009,18.0,18.1,37.3,8.4,3.6,38.3,48009,628.0,48009,39.0
48011,19.5,15.9,39.1,8.0,3.4,39.7,48011,69.0,48011,0.0
48017,19.1,16.1,31.7,7.2,3.2,33.7,48017,703.0,48017,2.0
48023,19.5,17.9,38.9,9.3,4.1,38.5,48023,358.0,48023,85.0
48033,19.0,11.8,37.0,7.7,3.0,38.7,48033,22.0,48033,2.0
48037,22.5,19.9,38.4,7.6,3.8,35.0,48037,4749.0,48037,586.0
48045,19.4,19.8,41.5,11.2,5.0,39.4,48045,136.0,48045,1.0
48059,18.7,18.5,38.9,8.6,3.7,38.9,48059,1168.0,48059,99.0
48063,19.7,18.8,37.8,8.6,4.1,35.9,48063,911.0,48063,188.0
48065,20.7,16.3,36.9,7.7,3.3,37.8,48065,206.0,48065,2.0
48067,20.0,21.0,43.4,9.8,4.8,39.4,48067,2729.0,48067,179.0
48069,19.7,16.4,33.9,7.9,3.5,35.1,48069,334.0,48069,28.0
48075,19.4,19.9,32.1,7.0,3.3,31.6,48075,228.0,48075,20.0
48077,21.6,17.4,39.0,8.7,3.7,39.0,48077,777.0,48077,209.0
48079,19.8,22.4,38.2,9.5,4.6,36.8,48079,185.0,48079,19.0
48085,18.6,12.2,28.9,4.8,2.2,33.8,48085,34038.0,48085,2851.0
48087,19.4,20.5,36.6,9.3,4.4,36.4,48087,200.0,48087,0.0
48097,18.6,18.2,35.4,8.0,3.5,36.4,48097,2286.0,48097,162.0
48101,19.6,21.0,44.7,11.3,5.4,40.8,48101,184.0,48101,3.0
48107,19.3,19.0,38.5,9.2,4.2,37.1,48107,541.0,48107,53.0
48111,19.4,22.7,31.6,7.9,3.8,33.3,48111,142.0,48111,0.0
48113,24.3,16.5,30.1,5.6,3.0,30.8,48113,125475.0,48113,9067.0
48115,19.5,21.5,35.8,8.2,4.0,34.9,48115,925.0,48115,41.0
48117,18.9,18.0,32.0,7.3,3.4,33.1,48117,602.0,48117,24.0
48119,19.5,19.5,39.3,9.2,4.2,38.3,48119,395.0,48119,96.0
48121,22.4,13.3,29.0,4.8,2.2,31.9,48121,36654.0,48121,3698.0
48125,19.6,19.3,38.9,9.5,4.3,37.3,48125,107.0,48125,9.0
48129,19.4,16.9,38.9,8.8,3.9,38.2,48129,112.0,48129,21.0
48133,19.0,19.9,39.2,9.6,4.3,38.3,48133,1520.0,48133,361.0
48139,24.4,16.9,31.8,6.1,2.8,33.0,48139,9423.0,48139,1275.0
48143,20.4,16.3,30.7,6.3,2.8,31.3,48143,2752.0,48143,251.0
48147,18.8,20.5,36.9,8.3,3.8,36.8,48147,2536.0,48147,178.0
48151,19.4,16.4,40.0,8.9,3.9,39.1,48151,193.0,48151,20.0
48153,19.7,17.5,36.0,8.9,4.0,36.2,48153,241.0,48153,37.0
48155,20.1,19.3,42.5,11.4,5.3,40.9,48155,106.0,48155,0.0
48159,19.1,15.2,36.4,7.8,3.3,37.4,48159,343.0,48159,132.0
48165,20.3,22.0,31.3,6.3,3.0,32.7,48165,1527.0,48165,8.0
48169,19.6,20.2,31.0,6.7,3.1,31.6,48169,311.0,48169,7.0
48179,19.8,20.8,36.1,8.3,3.9,35.9,48179,1093.0,48179,141.0
48181,18.7,18.0,36.4,7.6,3.5,36.1,48181,8407.0,48181,950.0
48183,20.0,19.8,37.6,7.7,3.8,34.8,48183,7281.0,48183,424.0
48189,18.5,18.1,31.9,7.2,3.4,33.2,48189,1752.0,48189,94.0
48191,19.9,19.7,42.5,11.2,5.3,39.7,48191,190.0,48191,12.0
48195,19.3,18.9,35.8,8.1,3.7,35.5,48195,186.0,48195,21.0
48197,20.9,19.2,39.7,9.2,4.2,38.5,48197,396.0,48197,24.0
48203,20.2,20.0,39.5,8.2,4.1,35.9,48203,4884.0,48203,749.0
48205,19.3,17.4,32.7,6.6,2.9,34.3,48205,141.0,48205,5.0
48207,20.0,21.0,40.3,9.7,4.5,38.9,48207,590.0,48207,37.0
48211,19.9,16.9,32.2,7.0,3.1,34.3,48211,342.0,48211,11.0
48213,25.3,20.3,40.2,9.6,4.4,39.3,48213,6885.0,48213,590.0
48219,19.3,18.4,33.1,7.4,3.4,34.2,48219,1348.0,48219,42.0
48221,17.6,15.8,38.0,8.7,3.6,38.9,48221,2152.0,48221,491.0
48223,20.2,19.5,36.9,8.2,3.8,36.3,48223,2185.0,48223,187.0
48227,19.8,20.2,33.4,7.0,3.2,33.2,48227,2649.0,48227,300.0
48231,20.8,19.4,35.5,7.6,3.5,35.3,48231,6453.0,48231,805.0
48233,19.0,18.8,36.0,7.8,3.5,36.3,48233,1578.0,48233,116.0
48237,19.4,22.0,36.2,8.4,3.8,35.7,48237,468.0,48237,18.0
48251,25.8,19.2,33.8,6.8,3.1,35.3,48251,8108.0,48251,689.0
48253,19.6,21.4,35.3,7.6,3.5,34.3,48253,860.0,48253,148.0
48257,21.4,18.3,31.8,6.0,2.9,32.4,48257,7709.0,48257,901.0
48263,19.0,13.6,39.6,8.4,3.5,39.8,48263,23.0,48263,0.0
48269,19.4,26.6,39.6,12.0,5.7,39.0,48269,22.0,48269,0.0
48275,19.0,18.5,39.1,9.2,4.2,37.9,48275,269.0,48275,14.0
48277,27.9,20.4,39.6,8.7,4.2,37.2,48277,3675.0,48277,475.0
48279,19.9,19.8,37.5,9.1,4.3,36.4,48279,819.0,48279,76.0
48295,18.9,17.0,34.9,8.0,3.5,36.2,48295,185.0,48295,65.0
48303,21.3,15.8,30.7,6.0,2.8,31.5,48303,18793.0,48303,1314.0
48305,19.2,19.6,37.8,8.7,4.0,37.1,48305,537.0,48305,22.0
48315,20.2,20.9,47.2,10.7,5.2,41.9,48315,838.0,48315,69.0
48317,19.3,17.7,31.0,6.2,2.8,33.2,48317,189.0,48317,8.0
48335,19.6,19.0,32.7,6.8,3.1,33.0,48335,551.0,48335,1.0
48337,20.1,19.5,40.0,9.3,4.1,39.1,48337,1612.0,48337,45.0
48341,19.2,18.4,31.5,6.6,3.0,33.0,48341,831.0,48341,42.0
48343,19.8,20.6,42.1,9.5,4.7,38.0,48343,1011.0,48343,99.0
48345,19.4,16.4,41.1,10.1,4.3,40.5,48345,72.0,48345,11.0
48353,19.7,19.5,36.8,8.8,4.1,36.7,48353,1324.0,48353,118.0
48357,19.5,19.6,32.5,7.2,3.3,33.2,48357,578.0,48357,22.0
48359,19.7,17.5,34.6,7.0,3.0,35.9,48359,56.0,48359,6.0
48363,19.7,19.3,38.0,8.7,3.9,37.9,48363,1757.0,48363,326.0
48365,19.7,20.5,40.5,8.8,4.2,38.1,48365,1520.0,48365,51.0
48367,20.8,17.6,33.7,6.9,3.0,35.5,48367,7149.0,48367,664.0
48369,19.0,17.4,33.9,7.6,3.4,34.7,48369,454.0,48369,56.0
48375,20.9,21.7,34.8,7.7,3.8,33.5,48375,6414.0,48375,686.0
48379,19.2,19.8,41.1,9.7,4.3,40.4,48379,967.0,48379,89.0
48381,23.7,15.9,30.6,6.2,2.7,33.3,48381,6403.0,48381,960.0
48387,22.6,20.8,45.0,10.4,5.0,40.4,48387,992.0,48387,37.0
48393,19.4,16.7,37.5,8.0,3.4,38.4,48393,20.0,48393,17.0
48397,18.2,13.9,29.5,5.3,2.3,33.0,48397,4204.0,48397,530.0
48401,25.7,20.3,37.2,7.8,3.8,35.1,48401,3239.0,48401,207.0
48415,18.8,19.5,34.2,7.6,3.5,34.5,48415,771.0,48415,50.0
48417,19.1,16.4,38.2,8.4,3.6,38.8,48417,277.0,48417,8.0
48421,19.1,17.5,33.6,7.7,3.4,35.4,48421,125.0,48421,24.0
48423,17.9,17.1,35.0,7.3,3.5,34.2,48423,12023.0,48423,1030.0
48425,19.3,17.3,36.6,8.0,3.5,37.2,48425,407.0,48425,30.0
48429,20.0,20.5,37.5,9.1,4.1,36.6,48429,770.0,48429,39.0
48433,20.4,19.8,42.4,10.8,4.9,40.8,48433,93.0,48433,2.0
48437,19.7,21.7,37.5,9.5,4.6,36.0,48437,457.0,48437,3.0
48439,22.7,16.0,30.3,5.6,2.8,34.4,48439,95968.0,48439,11225.0
48441,19.1,18.8,31.3,6.7,3.0,32.0,48441,7891.0,48441,1226.0
48445,19.1,21.7,35.7,8.6,4.2,35.3,48445,734.0,48445,0.0
48447,19.4,18.9,42.6,11.0,4.9,41.3,48447,97.0,48447,0.0
48449,19.3,19.7,34.5,7.9,3.8,33.8,48449,1753.0,48449,186.0
48459,20.5,20.9,39.2,8.7,4.1,37.3,48459,3659.0,48459,319.0
48467,22.2,20.2,38.9,8.9,4.0,38.3,48467,4198.0,48467,513.0
48483,19.3,21.0,38.2,9.5,4.3,37.8,48483,327.0,48483,2.0
48485,27.6,18.7,32.6,7.0,3.3,33.2,48485,8307.0,48485,1373.0
48487,21.9,22.5,38.2,9.4,4.6,37.3,48487,1481.0,48487,155.0
48497,23.1,19.2,34.6,7.4,3.3,36.3,48497,5234.0,48497,361.0
48499,21.1,18.8,41.4,9.9,4.3,40.1,48499,3151.0,48499,356.0
48501,19.1,17.0,31.6,6.6,3.0,32.9,48501,390.0,48501,0.0
48503,22.1,18.9,37.9,8.7,3.9,38.0,48503,985.0,48503,125.0
56001,16.8,13.3,22.8,4.5,2.1,23.7,56001,1906.0,56001,309.0
56005,24.5,20.0,27.5,5.6,2.6,27.4,56005,2087.0,56005,365.0
56009,25.3,18.1,32.1,6.9,3.2,32.6,56009,876.0,56009,231.0
56011,27.6,16.7,34.0,7.8,3.5,32.9,56011,213.0,56011,10.0
56015,24.3,16.9,34.6,7.8,3.5,32.7,56015,733.0,56015,66.0
56019,20.1,16.3,34.1,8.8,3.9,33.7,56019,463.0,56019,62.0
56021,21.9,17.6,28.9,5.9,2.7,28.1,56021,5641.0,56021,981.0
56027,26.8,21.0,35.2,9.7,4.5,31.0,56027,159.0,56027,5.0
56031,24.0,17.3,36.4,8.6,3.9,33.5,56031,597.0,56031,74.0
56045,23.6,19.5,35.2,8.0,3.7,32.6,56045,380.0,56045,34.0
16003,19.0,15.8,39.4,10.0,4.4,37.9,16003,278.0,16003,69.0
16009,18.7,18.3,37.1,9.3,4.2,35.5,16009,957.0,16009,80.0
16017,19.3,15.8,35.6,8.8,3.9,36.5,16017,3127.0,16017,399.0
16021,18.7,17.2,36.9,9.2,4.2,34.4,16021,936.0,16021,35.0
16035,18.6,16.8,38.1,9.6,4.3,34.3,16035,451.0,16035,57.0
16049,25.3,15.8,39.0,10.4,4.7,36.5,16049,1264.0,16049,115.0
16055,19.1,15.1,32.5,7.4,3.2,31.4,16055,10309.0,16055,1384.0
16057,16.6,13.0,24.7,5.4,2.4,26.2,16057,2032.0,16057,211.0
16059,18.6,15.9,38.2,10.4,4.6,34.6,16059,608.0,16059,85.0
16061,24.8,17.3,40.9,10.6,4.9,37.6,16061,367.0,16061,61.0
16069,22.4,15.2,33.2,7.8,3.6,31.8,16069,3541.0,16069,440.0
16079,25.2,19.9,39.0,10.0,4.6,36.8,16079,1605.0,16079,103.0
16085,14.9,14.7,32.9,8.3,3.6,33.2,16085,402.0,16085,99.0
27005,24.6,18.3,33.3,8.1,3.7,34.5,27005,2207.0,27005,204.0
27007,20.9,21.2,28.8,7.4,3.6,30.1,27007,2909.0,27007,354.0
27009,21.1,18.7,28.1,6.1,2.9,28.8,27009,2224.0,27009,227.0
27011,23.0,18.0,37.8,9.6,4.3,35.4,27011,223.0,27011,20.0
27019,17.7,12.4,25.1,5.0,2.2,28.3,27019,3446.0,27019,192.0
27021,21.7,19.0,37.7,9.4,4.3,35.0,27021,1939.0,27021,223.0
27023,19.9,18.5,34.0,8.4,3.8,33.3,27023,590.0,27023,43.0
27027,19.3,16.9,27.8,5.6,2.6,26.7,27027,3468.0,27027,146.0
27029,26.2,21.5,36.0,9.0,4.2,34.4,27029,654.0,27029,58.0
27035,21.5,18.1,33.9,7.8,3.5,31.7,27035,4153.0,27035,485.0
27041,22.2,16.1,32.2,7.5,3.3,31.4,27041,1607.0,27041,159.0
27051,20.6,18.5,35.3,8.8,3.9,34.0,27051,361.0,27051,26.0
27057,23.2,17.3,35.9,8.7,3.9,34.9,27057,1151.0,27057,105.0
27061,20.4,18.8,33.7,8.8,3.8,33.7,27061,3302.0,27061,260.0
27067,18.3,16.8,31.4,7.4,3.5,31.2,27067,2521.0,27067,228.0
27069,20.3,16.9,35.6,8.6,3.8,33.9,27069,131.0,27069,35.0
27071,23.0,18.9,37.9,9.6,4.2,35.9,27071,982.0,27071,112.0
27073,22.5,16.7,37.1,9.2,4.0,35.4,27073,304.0,27073,23.0
27077,19.6,17.3,36.7,8.8,3.8,35.2,27077,240.0,27077,48.0
27085,23.1,17.8,30.0,7.3,3.3,31.9,27085,2082.0,27085,108.0
27087,23.5,26.9,38.2,10.3,5.4,32.7,27087,413.0,27087,18.0
27089,22.6,17.8,33.5,8.1,3.6,32.3,27089,513.0,27089,19.0
27093,20.3,17.8,32.8,7.7,3.4,33.1,27093,1290.0,27093,37.0
27097,22.0,19.0,33.7,7.9,3.6,31.9,27097,1719.0,27097,207.0
27107,20.7,17.5,34.6,8.1,3.6,32.9,27107,338.0,27107,38.0
27111,21.5,16.4,34.6,8.4,3.7,36.0,27111,3137.0,27111,158.0
27113,20.9,18.4,31.3,7.2,3.3,31.9,27113,832.0,27113,16.0
27119,19.2,17.9,31.8,7.3,3.4,30.0,27119,1718.0,27119,167.0
27121,19.8,17.2,34.6,8.2,3.6,34.1,27121,511.0,27121,57.0
27125,20.9,18.8,34.3,8.5,3.7,33.4,27125,198.0,27125,18.0
27129,21.7,18.9,33.5,8.3,3.8,32.4,27129,790.0,27129,44.0
27135,23.2,18.4,34.7,7.3,3.3,32.9,27135,861.0,27135,67.0
27141,20.4,17.3,27.7,5.2,2.5,28.4,27141,4245.0,27141,387.0
27145,21.7,16.4,28.1,6.3,2.9,28.4,27145,7700.0,27145,814.0
27149,19.2,15.7,27.4,6.3,2.8,27.8,27149,587.0,27149,18.0
27151,22.3,18.5,36.3,8.5,3.9,33.9,27151,551.0,27151,38.0
27153,23.4,19.9,34.1,9.2,4.2,34.3,27153,1400.0,27153,147.0
27155,20.6,17.9,34.4,8.9,4.0,33.3,27155,211.0,27155,9.0
27159,20.3,19.8,35.9,8.7,4.1,33.4,27159,911.0,27159,55.0
27167,22.6,16.9,31.7,7.5,3.3,32.1,27167,478.0,27167,19.0
27171,19.3,16.6,26.7,5.5,2.5,29.1,27171,5293.0,27171,316.0
27173,21.6,18.6,34.0,8.1,3.7,32.2,27173,514.0,27173,35.0
30001,18.5,15.4,30.0,7.8,3.5,31.5,30001,618.0,30001,79.0
30003,25.2,27.3,34.1,8.8,5.0,29.1,30003,633.0,30003,13.0
30005,26.7,24.1,33.4,8.6,4.6,29.0,30005,664.0,30005,77.0
30007,17.2,16.5,32.9,8.1,3.6,34.5,30007,258.0,30007,8.0
30009,16.8,14.7,35.1,8.2,3.6,36.1,30009,494.0,30009,77.0
30011,22.5,16.5,35.5,9.1,4.1,35.1,30011,46.0,30011,0.0
30013,20.5,17.5,32.3,7.0,3.4,28.8,30013,4913.0,30013,908.0
30015,24.6,18.3,33.6,8.3,3.8,32.0,30015,289.0,30015,28.0
30017,23.3,16.1,31.2,7.2,3.3,31.7,30017,1237.0,30017,143.0
30019,20.0,15.2,34.8,8.7,3.9,35.3,30019,82.0,30019,3.0
30021,25.3,16.4,30.4,7.2,3.2,32.4,30021,474.0,30021,55.0
30023,22.7,20.7,34.8,9.5,4.5,34.4,30023,1190.0,30023,61.0
30025,21.2,17.5,30.6,7.1,3.3,31.8,30025,186.0,30025,0.0
30027,19.3,15.8,33.9,8.3,3.8,34.2,30027,542.0,30027,82.0
30029,17.2,16.5,30.3,7.0,3.2,30.6,30029,4888.0,30029,763.0
30031,13.0,12.3,20.0,4.6,2.1,24.0,30031,4570.0,30031,365.0
30033,20.5,17.5,34.1,8.7,3.9,35.1,30033,22.0,30033,0.0
30035,27.3,27.5,34.6,8.7,4.9,30.6,30035,763.0,30035,223.0
30037,19.8,16.7,37.1,9.7,4.4,35.4,30037,44.0,30037,10.0
30039,19.1,15.8,35.7,9.5,4.3,37.0,30039,193.0,30039,16.0
30041,27.7,19.2,30.9,7.3,3.6,30.0,30041,941.0,30041,90.0
30043,17.1,15.0,31.0,7.1,3.1,34.0,30043,781.0,30043,197.0
30045,21.9,15.7,35.1,9.1,4.0,35.0,30045,76.0,30045,23.0
30047,20.6,17.8,34.0,8.6,4.2,34.2,30047,1732.0,30047,195.0
30049,16.4,14.2,30.3,6.4,2.9,32.2,30049,3889.0,30049,734.0
30051,26.0,20.4,34.6,9.5,4.6,34.8,30051,149.0,30051,0.0
30053,20.2,18.6,38.3,10.4,4.8,37.1,30053,1679.0,30053,327.0
30055,21.7,15.7,35.0,8.5,3.7,34.8,30055,80.0,30055,0.0
30057,17.8,13.4,33.3,8.2,3.5,35.5,30057,492.0,30057,71.0
