cnty_fips,percent_inactive,percent_smoking,percent_high_blood_pressure,percent_coronary_heart_disease,percent_stroke,percent_high_cholesterol,FIPS_x,NonVetsDisabilty,FIPS_y,VetsDisabilty
22013,20.8,24.6,49.4,11.1,6.3,40.3,22013,1317.0,22013,75.0
22015,23.9,18.4,37.0,7.2,3.5,37.2,22015,7357.0,22015,865.0
22027,23.2,27.0,49.5,11.1,6.5,38.6,22027,846.0,22027,26.0
22035,20.3,32.6,51.5,11.5,7.7,37.6,22035,297.0,22035,21.0
22041,22.4,24.9,45.0,10.2,5.6,38.3,22041,1214.0,22041,48.0
22049,21.1,22.0,45.0,9.4,4.9,38.9,22049,1380.0,22049,93.0
22061,24.3,17.8,35.7,6.8,3.7,31.0,22061,2909.0,22061,170.0
22065,21.4,26.5,47.2,9.4,5.9,36.6,22065,1032.0,22065,30.0
22067,25.2,23.8,47.6,10.2,5.8,39.0,22067,1883.0,22067,128.0
22073,27.7,19.6,41.0,7.8,4.2,37.5,22073,9255.0,22073,1047.0
22083,22.0,24.9,44.9,9.7,5.4,39.6,22083,1562.0,22083,37.0
22111,22.1,21.8,43.6,10.1,5.0,39.6,22111,1884.0,22111,70.0
22119,23.3,24.5,47.7,10.7,5.9,39.1,22119,3016.0,22119,156.0
22123,22.8,22.9,43.5,9.7,4.7,39.2,22123,860.0,22123,29.0
28003,27.0,20.8,42.8,9.2,4.5,38.5,28003,3738.0,28003,144.0
28007,31.7,20.7,50.1,9.4,5.5,39.4,28007,1814.0,28007,164.0
28009,20.2,20.9,46.3,9.0,4.9,39.3,28009,1107.0,28009,14.0
28011,35.2,20.2,50.0,8.8,5.7,37.3,28011,2999.0,28011,226.0
28013,28.8,21.9,45.7,9.5,5.1,39.5,28013,1536.0,28013,24.0
28015,25.4,19.4,48.4,10.1,5.2,42.3,28015,865.0,28015,84.0
28017,30.1,21.9,47.4,9.2,5.3,38.8,28017,1495.0,28017,4.0
28019,24.6,19.2,47.2,9.3,4.9,40.9,28019,949.0,28019,31.0
28025,29.8,19.8,49.7,8.9,5.4,38.5,28025,587.0,28025,85.0
28027,35.5,23.2,51.5,9.4,6.5,36.3,28027,1892.0,28027,118.0
28033,27.4,18.1,37.6,6.1,3.1,35.4,28033,10941.0,28033,1196.0
28043,29.0,19.6,45.4,8.5,4.8,38.2,28043,2299.0,28043,170.0
28049,31.0,16.6,46.0,6.9,4.5,33.3,28049,15752.0,28049,915.0
28051,35.3,25.5,54.6,9.7,7.1,37.5,28051,3315.0,28051,51.0
28053,23.6,25.6,55.0,11.0,7.7,39.5,28053,1250.0,28053,23.0
28055,20.9,24.8,50.3,9.3,5.9,37.4,28055,240.0,28055,0.0
28057,27.1,19.4,40.6,8.1,3.9,38.5,28057,1727.0,28057,211.0
28069,27.7,20.4,51.3,9.6,5.9,37.8,28069,753.0,28069,3.0
28071,26.0,14.2,33.6,5.8,3.0,30.6,28071,2998.0,28071,106.0
28075,31.1,19.9,46.4,8.2,4.7,37.0,28075,5996.0,28075,835.0
28079,28.9,22.7,47.1,9.1,5.3,38.4,28079,2436.0,28079,116.0
28081,31.4,17.3,41.3,6.8,3.6,37.2,28081,5994.0,28081,334.0
28083,37.5,21.0,50.6,8.6,5.9,34.6,28083,1691.0,28083,97.0
28087,29.6,18.0,42.9,7.5,4.2,35.5,28087,3356.0,28087,243.0
28089,21.6,13.0,39.0,5.7,2.9,35.2,28089,5056.0,28089,468.0
28093,32.9,20.8,47.0,8.7,5.0,37.3,28093,2920.0,28093,168.0
28095,34.2,19.5,46.7,9.2,4.9,40.0,28095,2257.0,28095,80.0
28097,29.1,21.8,49.7,10.8,6.2,41.0,28097,1082.0,28097,21.0
28099,29.9,23.1,44.8,9.2,5.0,37.2,28099,2889.0,28099,161.0
28101,30.0,19.7,45.1,8.4,4.5,37.9,28101,2285.0,28101,121.0
28103,29.1,22.8,51.6,9.2,6.2,37.3,28103,1305.0,28103,26.0
28105,27.2,14.7,32.7,5.5,3.2,27.9,28105,2929.0,28105,172.0
28107,28.6,22.4,47.7,9.1,5.3,37.9,28107,3799.0,28107,69.0
28115,27.7,19.4,40.5,7.9,4.0,37.6,28115,2700.0,28115,144.0
28117,28.6,21.2,45.1,9.2,4.6,40.0,28117,2267.0,28117,106.0
28119,24.3,24.6,54.5,10.4,7.0,39.1,28119,578.0,28119,7.0
28121,31.2,16.2,37.5,6.4,3.1,36.5,28121,8469.0,28121,844.0
28123,33.6,22.0,45.8,9.0,5.2,37.9,28123,2803.0,28123,105.0
28125,21.5,21.6,55.7,10.2,6.7,40.1,28125,500.0,28125,6.0
28133,30.1,23.8,50.7,8.3,5.6,35.2,28133,1777.0,28133,115.0
28135,27.0,22.6,47.5,8.5,5.4,36.8,28135,798.0,28135,30.0
28137,31.4,19.9,43.7,7.8,4.0,39.3,28137,2113.0,28137,172.0
28139,29.3,22.7,43.0,9.0,4.7,38.5,28139,2824.0,28139,272.0
28141,26.4,21.9,43.8,10.2,4.8,40.9,28141,2237.0,28141,195.0
28143,26.1,23.5,46.9,8.4,5.8,35.4,28143,435.0,28143,83.0
28145,29.2,19.9,41.6,8.1,4.0,36.9,28145,2839.0,28145,110.0
28149,28.4,19.1,47.1,8.2,4.7,38.7,28149,4284.0,28149,325.0
28151,38.0,21.3,51.8,9.3,6.2,38.7,28151,6153.0,28151,350.0
28155,25.2,19.8,44.2,8.2,4.2,39.0,28155,1099.0,28155,72.0
28159,29.5,19.7,49.3,9.4,5.3,40.0,28159,1877.0,28159,127.0
28161,23.6,20.2,48.5,9.5,5.3,38.3,28161,981.0,28161,71.0
28163,23.8,25.2,44.9,8.7,5.5,34.5,28163,3091.0,28163,75.0
29015,23.0,21.7,43.0,11.8,5.2,42.7,29015,2046.0,29015,186.0
29017,23.3,24.7,38.3,10.0,4.6,37.4,29017,937.0,29017,65.0
29023,32.0,25.2,37.6,9.6,4.6,37.0,29023,4764.0,29023,545.0
29029,24.3,19.2,37.2,10.2,4.4,40.6,29029,3308.0,29029,449.0
29031,21.2,18.1,31.3,7.2,3.2,32.5,29031,5085.0,29031,467.0
29035,19.6,23.2,36.3,9.5,4.3,37.6,29035,629.0,29035,170.0
29043,23.8,18.0,29.9,6.9,3.1,34.0,29043,5484.0,29043,640.0
29055,24.7,24.3,36.9,9.7,4.5,38.5,29055,2603.0,29055,128.0
29059,19.5,25.1,38.1,10.3,4.8,38.8,29059,1659.0,29059,150.0
29065,21.0,24.1,39.0,10.5,4.9,38.7,29065,1254.0,29065,156.0
29067,20.7,23.6,42.5,11.0,5.0,40.9,29067,1160.0,29067,91.0
29069,34.9,26.8,38.8,9.8,5.0,38.1,29069,2826.0,29069,135.0
29077,23.5,18.6,30.5,6.8,3.2,33.1,29077,21098.0,29077,1743.0
29085,21.0,22.5,43.2,12.7,5.7,42.9,29085,963.0,29085,60.0
29091,29.9,23.4,36.6,9.8,4.6,36.2,29091,3742.0,29091,564.0
29093,22.1,24.6,38.7,10.2,4.8,38.8,29093,1118.0,29093,156.0
29099,26.0,20.6,29.1,7.2,3.1,35.1,29099,14193.0,29099,1284.0
29105,21.7,23.7,35.0,8.8,4.1,36.8,29105,2835.0,29105,228.0
29123,22.1,22.2,35.9,8.8,4.0,37.3,29123,1433.0,29123,160.0
29125,22.6,22.7,37.0,9.7,4.4,38.5,29125,627.0,29125,103.0
29131,23.3,21.4,34.6,8.7,3.9,35.6,29131,2226.0,29131,280.0
29133,35.6,28.3,40.2,10.0,5.3,35.5,29133,1579.0,29133,89.0
29143,31.9,25.8,40.5,9.9,5.0,39.8,29143,1858.0,29143,163.0
29149,19.9,25.8,41.3,11.7,5.5,40.7,29149,684.0,29149,123.0
29153,24.3,25.9,45.0,13.7,6.3,42.9,29153,927.0,29153,85.0
29155,33.5,28.4,40.2,10.3,5.6,38.3,29155,1969.0,29155,85.0
29157,19.8,20.6,34.4,8.2,3.7,35.4,29157,1280.0,29157,146.0
29161,22.6,19.2,31.2,7.5,3.4,33.0,29161,3551.0,29161,414.0
29167,20.8,20.7,33.2,8.2,3.7,35.3,29167,1995.0,29167,197.0
29169,22.5,18.5,24.1,4.7,2.3,25.4,29169,3070.0,29169,1478.0
29179,19.0,23.8,39.3,10.8,4.9,39.2,29179,803.0,29179,51.0
29181,23.5,27.1,39.7,11.0,5.2,39.9,29181,1336.0,29181,97.0
29186,21.9,19.8,35.2,8.6,3.7,37.9,29186,1357.0,29186,183.0
29187,31.6,23.8,34.4,8.2,3.8,34.2,29187,6958.0,29187,625.0
29201,36.7,22.7,36.6,8.9,4.2,35.9,29201,3560.0,29201,287.0
29203,19.4,25.4,40.4,11.1,5.2,39.7,29203,810.0,29203,97.0
29207,30.2,26.8,37.9,9.9,4.5,38.5,29207,3141.0,29207,124.0
29209,20.0,19.5,41.1,11.1,4.8,42.2,29209,1928.0,29209,198.0
29213,23.8,19.9,34.7,9.1,4.1,37.2,29213,3526.0,29213,410.0
29215,25.2,25.1,39.1,10.6,5.0,38.1,29215,2871.0,29215,532.0
29221,24.0,26.0,38.4,9.4,4.4,37.6,29221,2944.0,29221,259.0
29223,21.4,26.6,41.9,12.0,5.6,40.7,29223,1379.0,29223,113.0
29225,22.8,22.8,34.4,8.3,3.8,36.3,29225,2527.0,29225,332.0
29229,19.8,26.6,38.7,10.6,5.1,38.4,29229,1717.0,29229,149.0
47005,21.5,24.7,45.9,10.7,5.0,42.2,47005,1936.0,47005,85.0
47017,25.1,22.3,43.0,9.1,4.3,38.0,47017,2695.0,47017,267.0
47023,24.9,23.0,38.1,8.0,3.8,35.0,47023,1139.0,47023,41.0
47033,22.6,23.5,42.9,8.9,4.4,38.1,47033,1062.0,47033,118.0
47039,24.0,24.7,45.0,10.7,5.0,41.4,47039,964.0,47039,44.0
47043,20.4,22.5,38.8,7.6,3.5,36.2,47043,4630.0,47043,477.0
47045,27.7,23.1,41.4,8.4,4.1,35.3,47045,3321.0,47045,243.0
47047,23.5,20.5,44.0,8.6,4.2,39.4,47047,3137.0,47047,297.0
47053,29.4,23.9,41.6,8.6,4.3,36.3,47053,4439.0,47053,621.0
47069,30.1,26.6,47.6,9.2,5.1,37.5,47069,2303.0,47069,205.0
47071,31.6,23.9,45.5,10.0,4.7,40.2,47071,2057.0,47071,248.0
47075,25.4,25.2,48.3,9.3,5.5,37.4,47075,2021.0,47075,202.0
47077,25.9,25.2,41.2,9.1,4.4,37.3,47077,2292.0,47077,219.0
47079,27.6,23.9,44.9,10.2,4.8,40.1,47079,3300.0,47079,366.0
47081,22.2,24.8,41.2,8.4,3.9,36.8,47081,2153.0,47081,169.0
47083,20.1,24.2,43.4,9.3,4.3,39.3,47083,819.0,47083,52.0
47085,19.4,24.7,41.4,9.2,4.2,38.3,47085,1525.0,47085,117.0
47095,19.1,29.8,45.1,9.1,4.9,36.2,47095,572.0,47095,32.0
47097,29.3,28.0,45.2,8.8,4.8,36.5,47097,2736.0,47097,150.0
47099,29.5,24.9,40.7,9.1,4.3,37.3,47099,3749.0,47099,269.0
47101,20.9,25.5,43.7,10.0,4.7,39.6,47101,1452.0,47101,85.0
47109,29.8,26.3,44.4,9.8,4.7,41.0,47109,2288.0,47109,199.0
47113,28.7,20.7,41.2,8.0,4.2,34.5,47113,7887.0,47113,607.0
47125,23.9,20.3,32.1,5.2,2.6,29.1,47125,13687.0,47125,5669.0
47131,28.3,24.3,43.1,9.7,4.7,38.8,47131,3439.0,47131,205.0
47135,21.4,27.0,45.8,10.6,5.0,40.8,47135,526.0,47135,50.0
47157,27.4,18.3,40.3,6.7,4.0,33.1,47157,56984.0,47157,4423.0
47161,18.1,22.3,40.8,8.7,3.9,38.3,47161,932.0,47161,245.0
47167,25.8,22.6,39.1,7.3,3.6,34.6,47167,5086.0,47167,772.0
47181,25.9,26.4,42.0,9.2,4.3,37.7,47181,1213.0,47181,279.0
47183,24.2,22.5,38.5,8.5,4.0,35.5,47183,3248.0,47183,299.0
17001,20.7,17.6,36.6,7.8,3.6,33.9,17001,4727.0,17001,184.0
17005,20.0,19.2,35.4,7.8,3.7,34.1,17005,1370.0,17005,94.0
17007,21.4,16.1,31.2,6.6,3.0,32.2,17007,3350.0,17007,267.0
17009,19.9,21.4,32.8,6.6,3.2,29.8,17009,419.0,17009,17.0
17011,24.9,17.7,35.6,8.4,3.8,35.9,17011,2150.0,17011,182.0
17013,19.1,17.1,38.6,8.5,3.7,37.4,17013,441.0,17013,19.0
17015,21.2,17.2,37.4,8.8,3.9,36.3,17015,841.0,17015,60.0
17017,19.7,19.8,34.5,8.0,3.8,33.8,17017,841.0,17017,42.0
17019,21.8,14.0,26.9,5.1,2.5,26.9,17019,9516.0,17019,465.0
17021,23.9,19.8,36.4,8.2,3.8,35.4,17021,1884.0,17021,215.0
17023,20.6,18.0,36.3,7.7,3.5,35.3,17023,878.0,17023,78.0
17025,19.1,20.3,38.1,8.6,4.0,36.4,17025,1022.0,17025,66.0
17027,18.5,18.1,33.8,7.1,3.2,33.7,17027,2248.0,17027,221.0
17029,18.0,18.3,32.5,7.2,3.4,32.0,17029,4109.0,17029,213.0
17031,20.6,13.3,29.8,5.7,3.0,29.3,17031,255683.0,17031,11463.0
17033,18.7,19.5,35.3,7.7,3.6,34.5,17033,1228.0,17033,154.0
17035,19.7,18.6,37.0,8.0,3.6,36.5,17035,555.0,17035,62.0
17037,23.2,15.7,27.6,5.5,2.6,28.5,17037,5318.0,17037,341.0
17039,20.0,18.9,35.8,7.8,3.5,35.5,17039,765.0,17039,36.0
17041,21.2,19.6,35.0,7.7,3.6,34.6,17041,1077.0,17041,34.0
17043,18.7,11.9,27.1,5.4,2.4,32.5,17043,31073.0,17043,1136.0
17045,20.2,18.4,37.1,8.3,3.8,36.7,17045,1361.0,17045,251.0
17047,19.9,18.8,36.7,8.4,3.8,36.1,17047,454.0,17047,37.0
17049,21.6,17.4,34.1,7.2,3.3,34.2,17049,2093.0,17049,203.0
17051,19.5,21.3,37.3,8.3,3.9,35.4,17051,1691.0,17051,204.0
17053,18.9,18.8,35.9,7.9,3.6,35.1,17053,996.0,17053,100.0
17057,18.4,19.1,37.1,8.1,3.8,35.2,17057,1979.0,17057,176.0
17061,18.7,19.9,37.1,8.2,3.7,36.2,17061,857.0,17061,52.0
17063,22.4,16.2,29.9,6.1,2.7,31.3,17063,1932.0,17063,218.0
17067,20.1,17.8,37.8,8.7,3.9,36.1,17067,1192.0,17067,50.0
17071,21.4,17.5,38.4,9.0,3.9,37.4,17071,440.0,17071,44.0
17073,22.7,16.9,35.4,7.6,3.4,35.0,17073,2530.0,17073,327.0
17075,21.1,19.4,38.0,8.7,4.0,37.4,17075,2010.0,17075,102.0
17079,18.7,18.1,36.2,8.1,3.6,35.8,17079,974.0,17079,13.0
17083,22.5,16.7,34.4,7.1,3.2,35.0,17083,1326.0,17083,41.0
17085,18.3,15.6,38.5,9.0,3.9,38.3,17085,1146.0,17085,102.0
17089,19.2,14.0,29.6,6.0,2.7,32.1,17089,19883.0,17089,1227.0
17091,21.1,18.1,35.0,7.1,3.5,32.2,17091,6571.0,17091,421.0
17093,19.4,14.0,26.1,4.6,2.2,28.8,17093,4990.0,17093,395.0
17095,19.1,19.5,37.0,8.7,4.1,35.9,17095,3186.0,17095,275.0
17097,17.7,13.3,28.7,5.6,2.6,30.2,17097,30517.0,17097,1950.0
17099,23.7,18.8,34.3,7.7,3.5,33.9,17099,5875.0,17099,639.0
17101,19.6,21.2,35.4,7.6,3.7,33.1,17101,1184.0,17101,114.0
17103,19.9,18.3,35.4,7.8,3.6,33.5,17103,2549.0,17103,119.0
17105,22.1,19.1,36.4,7.8,3.6,35.4,17105,2198.0,17105,143.0
17107,19.9,18.1,33.1,6.9,3.2,32.4,17107,1614.0,17107,158.0
17109,22.7,16.3,31.6,6.9,3.2,31.1,17109,1767.0,17109,147.0
17111,20.1,14.3,29.2,5.8,2.6,31.1,17111,13315.0,17111,698.0
17113,19.9,14.4,28.1,5.5,2.5,29.0,17113,7169.0,17113,520.0
17115,23.3,18.7,37.3,7.9,3.8,34.2,17115,6787.0,17115,460.0
17117,18.3,19.3,35.9,8.2,3.7,35.7,17117,3137.0,17117,237.0
17119,24.5,17.5,34.4,6.9,3.2,34.2,17119,19511.0,17119,2062.0
17121,21.6,20.6,37.5,8.5,4.0,36.4,17121,3214.0,17121,250.0
17123,19.1,17.8,36.9,8.5,3.8,36.4,17123,768.0,17123,96.0
17125,19.5,19.7,38.9,8.8,4.0,36.9,17125,887.0,17125,73.0
17129,19.2,16.7,34.9,7.3,3.2,34.9,17129,736.0,17129,103.0
17131,19.8,18.4,36.1,8.4,3.7,35.3,17131,947.0,17131,56.0
17135,21.8,20.0,37.8,8.3,3.9,36.1,17135,1969.0,17135,98.0
17137,20.8,19.6,35.7,7.9,3.7,35.3,17137,2700.0,17137,190.0
17139,19.3,18.8,35.1,7.7,3.5,35.5,17139,837.0,17139,32.0
17141,20.6,17.3,34.9,7.5,3.4,34.8,17141,3477.0,17141,310.0
17143,21.2,16.9,34.6,7.0,3.4,34.1,17143,10685.0,17143,654.0
17147,20.1,15.4,33.3,6.9,3.0,35.2,17147,885.0,17147,7.0
17149,20.5,20.5,37.7,8.9,4.1,36.4,17149,896.0,17149,88.0
17155,18.7,16.8,35.7,8.1,3.5,36.0,17155,385.0,17155,8.0
17159,19.8,18.0,37.3,8.1,3.7,35.8,17159,1254.0,17159,176.0
17161,20.5,17.2,33.1,7.7,3.6,33.1,17161,8536.0,17161,589.0
17163,29.7,16.8,38.0,6.7,3.6,31.8,17163,17176.0,17163,2384.0
17167,23.3,16.5,35.9,7.0,3.3,34.2,17167,12716.0,17167,787.0
17169,19.7,19.2,38.7,8.6,3.9,36.5,17169,811.0,17169,57.0
17171,19.2,18.2,36.6,7.9,3.5,36.1,17171,300.0,17171,23.0
17173,19.5,18.2,37.7,8.4,3.8,36.9,17173,1203.0,17173,131.0
17175,19.8,19.0,38.3,8.6,3.9,36.8,17175,301.0,17175,21.0
17177,21.4,17.9,38.1,8.7,4.1,36.9,17177,3337.0,17177,265.0
17179,20.5,17.1,33.0,7.0,3.2,33.5,17179,6440.0,17179,526.0
17183,23.3,20.9,38.6,8.7,4.2,35.6,17183,4733.0,17183,417.0
17185,18.9,18.4,36.1,8.5,3.8,35.8,17185,1013.0,17185,167.0
17187,20.2,17.1,33.8,7.6,3.5,33.6,17187,1077.0,17187,75.0
17191,21.0,19.9,38.1,8.8,4.0,36.9,17191,1125.0,17191,15.0
17195,17.9,17.1,35.2,7.9,3.5,35.9,17195,3202.0,17195,359.0
17197,21.7,14.1,30.8,5.5,2.6,31.7,17197,29738.0,17197,2099.0
17201,26.6,18.8,36.2,7.6,3.7,33.4,17201,18091.0,17201,1082.0
17203,19.4,15.0,32.4,6.6,2.9,33.5,17203,1560.0,17203,143.0
18007,19.4,22.6,37.7,8.7,4.0,35.1,18007,755.0,18007,14.0
18045,26.7,21.6,38.1,8.6,3.8,37.2,18045,1338.0,18045,153.0
18083,26.2,21.1,36.4,8.2,3.7,35.9,18083,2742.0,18083,181.0
18089,27.8,19.7,34.9,7.5,3.7,31.1,18089,31419.0,18089,2389.0
18111,21.8,22.2,37.5,8.5,3.8,36.1,18111,1218.0,18111,113.0
18121,26.2,24.3,39.4,9.1,4.1,37.4,18121,1260.0,18121,118.0
18125,24.5,21.0,38.4,8.5,3.7,37.4,18125,895.0,18125,60.0
18153,22.1,24.4,37.3,8.3,3.8,35.6,18153,1482.0,18153,89.0
18165,23.2,22.4,38.0,8.8,3.9,36.2,18165,1404.0,18165,28.0
18167,28.2,21.8,32.9,7.5,3.5,33.7,18167,8125.0,18167,745.0
18171,23.0,19.2,37.7,8.2,3.5,36.6,18171,510.0,18171,87.0
19005,22.9,17.1,36.6,8.4,3.8,33.8,19005,612.0,19005,50.0
19007,29.0,20.2,39.7,9.5,4.4,37.1,19007,865.0,19007,39.0
19011,21.1,17.1,33.6,7.1,3.2,34.2,19011,1225.0,19011,111.0
19013,25.3,16.4,32.3,6.5,3.1,30.5,19013,8111.0,19013,707.0
19017,20.8,13.8,31.7,6.5,2.8,32.6,19017,1073.0,19017,95.0
19019,25.2,16.7,34.4,6.9,3.1,34.2,19019,995.0,19019,134.0
19023,22.7,16.7,36.5,8.1,3.6,35.3,19023,714.0,19023,53.0
19031,22.7,17.1,34.9,7.2,3.1,33.9,19031,843.0,19031,81.0
19033,18.5,16.3,35.1,7.7,3.4,34.9,19033,2520.0,19033,338.0
19037,24.5,17.0,36.6,7.9,3.4,35.0,19037,739.0,19037,56.0
19043,24.2,18.2,39.8,9.2,4.1,38.0,19043,1012.0,19043,55.0
19045,27.1,18.7,35.7,8.1,3.7,35.8,19045,2771.0,19045,265.0
19051,23.5,18.9,35.1,7.6,3.5,34.3,19051,395.0,19051,6.0
19055,22.1,16.6,35.2,7.7,3.4,35.6,19055,823.0,19055,24.0
19057,23.8,18.9,37.7,8.1,3.7,34.7,19057,2592.0,19057,247.0
19061,20.8,14.5,29.7,6.6,2.9,31.5,19061,4728.0,19061,505.0
19065,23.3,17.7,37.7,8.3,3.8,34.8,19065,1376.0,19065,109.0
19067,23.9,16.4,36.8,8.1,3.7,35.9,19067,763.0,19067,82.0
19069,22.6,17.6,36.4,8.7,3.9,33.8,19069,344.0,19069,41.0
19075,20.0,14.5,34.8,7.0,3.0,35.1,19075,473.0,19075,21.0
19083,25.0,16.3,35.5,8.0,3.6,35.7,19083,954.0,19083,62.0
19087,22.4,16.7,34.3,7.3,3.3,32.8,19087,1188.0,19087,136.0
19089,21.9,17.1,35.7,7.8,3.4,35.6,19089,355.0,19089,9.0
19095,22.0,16.2,34.2,7.2,3.2,33.0,19095,851.0,19095,89.0
19097,24.6,17.9,36.2,8.1,3.7,35.5,19097,1154.0,19097,37.0
19099,22.0,17.9,34.5,7.2,3.2,34.5,19099,1996.0,19099,134.0
19101,21.4,15.4,34.4,7.5,3.3,34.1,19101,1104.0,19101,95.0
19103,15.8,12.3,24.6,4.7,2.2,25.3,19103,6008.0,19103,235.0
19105,20.8,18.1,36.4,7.8,3.5,35.2,19105,1033.0,19105,39.0
19107,23.8,17.5,37.9,8.4,3.8,36.2,19107,713.0,19107,37.0
19111,23.7,18.8,36.8,7.9,3.6,35.1,19111,2449.0,19111,142.0
19113,21.2,14.4,32.3,6.0,2.7,32.1,19113,9739.0,19113,968.0
19115,26.6,17.5,32.9,7.4,3.4,32.4,19115,398.0,19115,34.0
19117,20.8,19.0,36.9,8.7,3.9,36.2,19117,580.0,19117,51.0
19123,19.5,18.2,34.7,7.3,3.3,33.5,19123,1121.0,19123,48.0
19125,22.0,15.2,32.6,6.6,2.9,32.8,19125,1877.0,19125,320.0
19127,25.2,16.4,32.3,7.3,3.3,33.6,19127,2152.0,19127,220.0
19131,25.9,16.6,35.7,7.7,3.5,35.0,19131,479.0,19131,15.0
19135,18.2,17.6,36.2,7.8,3.5,35.0,19135,471.0,19135,40.0
19139,22.5,16.8,33.5,6.9,3.2,34.5,19139,2578.0,19139,53.0
19153,20.3,16.2,28.6,5.6,2.6,31.3,19153,26601.0,19153,2039.0
19157,21.3,15.5,33.1,7.1,3.1,33.3,19157,884.0,19157,71.0
19163,20.9,14.7,30.5,6.5,2.9,31.8,19163,9322.0,19163,616.0
19169,16.2,12.1,23.6,4.7,2.2,25.5,19169,3960.0,19169,443.0
19171,23.9,18.5,34.9,8.0,3.7,33.5,19171,691.0,19171,57.0
19177,18.9,19.1,38.3,8.8,4.0,36.5,19177,552.0,19177,45.0
19179,21.8,19.2,32.9,7.9,3.7,33.8,19179,2438.0,19179,109.0
19181,18.4,14.5,29.6,5.9,2.6,31.5,19181,2452.0,19181,245.0
19183,21.7,16.6,33.8,7.3,3.3,35.0,19183,1199.0,19183,140.0
19185,24.3,19.9,40.2,9.1,4.1,36.6,19185,416.0,19185,20.0
19191,21.5,13.4,31.0,7.0,3.0,33.0,19191,949.0,19191,59.0
19195,24.6,16.7,34.7,7.5,3.2,33.7,19195,423.0,19195,51.0
27039,19.3,16.8,27.2,6.1,2.7,29.7,27039,867.0,27039,103.0
27045,21.6,18.1,34.6,8.0,3.6,32.9,27045,862.0,27045,72.0
27047,23.5,18.8,33.2,8.6,4.0,33.1,27047,1500.0,27047,75.0
27049,18.4,17.0,33.3,7.2,3.2,32.3,27049,1837.0,27049,191.0
27055,17.8,17.0,33.6,7.7,3.4,33.3,27055,721.0,27055,46.0
27099,23.7,20.1,31.6,7.7,3.6,30.4,27099,2031.0,27099,139.0
27109,16.1,13.8,26.0,5.6,2.6,29.5,27109,6562.0,27109,508.0
27131,18.1,16.7,26.9,6.2,2.9,29.0,27131,2504.0,27131,114.0
27147,18.5,17.0,30.1,7.2,3.2,31.4,27147,1791.0,27147,146.0
27157,22.4,16.3,33.7,7.7,3.4,34.5,27157,928.0,27157,72.0
27161,22.9,18.8,32.1,7.1,3.2,30.3,27161,713.0,27161,65.0
27169,19.3,15.8,27.4,6.2,2.8,28.0,27169,2224.0,27169,238.0
29001,19.3,18.3,27.8,6.7,3.1,29.8,29001,1654.0,29001,160.0
29007,24.3,22.7,35.3,8.8,4.2,36.2,29007,2338.0,29007,218.0
29019,21.4,14.8,27.0,5.5,2.6,28.6,29019,12072.0,29019,976.0
29027,23.6,19.8,32.7,7.1,3.2,34.9,29027,2621.0,29027,306.0
29033,24.1,21.6,37.3,9.3,4.2,36.8,29033,510.0,29033,27.0
29041,27.4,20.0,37.9,9.8,4.3,39.2,29041,525.0,29041,62.0
29045,24.0,24.0,37.8,10.3,4.7,38.7,29045,426.0,29045,21.0
29051,17.5,16.5,31.7,6.8,3.1,34.3,29051,3513.0,29051,406.0
29053,22.8,20.1,32.3,8.0,3.6,34.1,29053,1061.0,29053,91.0
29071,27.2,19.9,32.9,7.7,3.4,36.9,29071,6792.0,29071,537.0
29073,20.6,19.3,35.3,9.0,3.9,37.7,29073,1139.0,29073,113.0
29079,22.5,21.7,35.9,9.8,4.4,37.9,29079,615.0,29079,32.0
29089,21.7,18.4,33.6,8.0,3.6,34.9,29089,806.0,29089,19.0
29103,23.4,22.8,38.4,10.4,4.8,38.8,29103,259.0,29103,13.0
29111,27.4,22.3,35.3,8.8,4.1,35.7,29111,614.0,29111,13.0
29113,22.3,22.1,30.0,7.0,3.1,33.5,29113,3867.0,29113,434.0
29115,25.4,21.4,35.6,9.2,4.1,36.9,29115,656.0,29115,63.0
29117,25.9,21.2,34.2,8.6,3.9,35.7,29117,962.0,29117,74.0
29121,32.4,19.5,36.6,9.2,4.1,38.4,29121,1176.0,29121,89.0
29127,29.6,21.1,34.7,8.3,3.8,35.9,29127,1903.0,29127,155.0
29129,18.8,20.7,35.5,9.8,4.4,38.0,29129,320.0,29129,21.0
29135,22.2,21.2,31.2,7.6,3.5,33.6,29135,936.0,29135,68.0
29137,23.3,22.2,39.4,10.2,4.6,38.0,29137,527.0,29137,72.0
29139,19.9,22.4,37.6,9.4,4.3,38.4,29139,1082.0,29139,67.0
29141,22.2,24.6,39.6,11.2,5.2,40.9,29141,1979.0,29141,49.0
29151,18.0,19.8,32.5,7.6,3.3,35.5,29151,683.0,29151,44.0
29159,26.8,20.6,34.5,8.0,3.7,36.0,29159,3394.0,29159,226.0
29163,26.8,23.4,35.1,8.9,4.2,34.1,29163,1234.0,29163,60.0
29171,22.7,19.5,37.9,9.7,4.2,38.0,29171,204.0,29171,65.0
29173,28.6,21.7,36.1,9.2,4.0,37.4,29173,657.0,29173,91.0
29175,28.7,21.9,34.3,7.8,3.7,34.8,29175,2006.0,29175,150.0
29183,21.8,14.6,27.7,5.9,2.6,33.3,29183,18714.0,29183,1417.0
29189,23.3,14.5,33.1,6.5,3.1,31.5,29189,51102.0,29189,3790.0
